Soc Code,URL,Simple Title
11-2011.00,https://altpath.org/discover/jpw3mq0ggirk71qg1ietvssq,Advertising Manager
51-2031.00,https://altpath.org/discover/x09gz11fznp1t02fy5d301wd,Engine Assembler
47-5011.00,https://altpath.org/discover/mnt7ydpxtr3yh9z25p49dkek,Oil & Gas Derrick Operator
51-3022.00,https://altpath.org/discover/o6qczi6y9v4s9t5jjjrgna1y,Meat Cutter
49-3031.00,https://altpath.org/discover/yk3egbo06u18nkfb20qhrqp3,Truck Mechanic
15-1241.01,https://altpath.org/discover/c0xigb6er42lktf9vu8awoie,Telecomm Engineering Specialist
11-9121.01,https://altpath.org/discover/jmu62sf3cwvksdaxpcm164z1,Clinical Research Coordinator
41-4011.07,https://altpath.org/discover/o3t4561nytrwpkwxb8kdki6y,Solar Sales Representative
27-1013.00,https://altpath.org/discover/tr9699uo0nhigssy36lyzbo3,Fine Artist
29-2033.00,https://altpath.org/discover/umqmfvq0ybz7gb6eluf73sp3,Nuclear Medicine Technologist
29-1292.00,https://altpath.org/discover/haka9iwvndsuhjqf4rneracv,Dental Hygienist
33-3051.00,https://altpath.org/discover/nq7vw3jorqm2yr0ruhw9elhq,Police Patrol Officer
29-1151.00,https://altpath.org/discover/jj5n9jm895kvyop4g808yuxo,Nurse Anesthetist
31-2011.00,https://altpath.org/discover/bbujyntdllcir6avu8nh1ivb,Occupational Therapy Assistant
33-2022.00,https://altpath.org/discover/undxr71fj7tr9ot75wqd6umu,Forest Fire Inspector
33-3051.04,https://altpath.org/discover/wm13fsbxymfrcuk0u08nwbwj,Border Protection Officer
29-2034.00,https://altpath.org/discover/ilcsh4rlrpb0h2u4mogbn7kt,Radiologic Technologist
43-2011.00,https://altpath.org/discover/bp67ox3k2i6ui2avdvl0qnfe,Switchboard Operator
21-1012.00,https://altpath.org/discover/f5adlo7wdolvad92n74nl74g,School Guidance Counselor
29-1141.00,https://altpath.org/discover/hs3syq7tx2fl1i1crxxjvf1j,Registered Nurse
29-1223.00,https://altpath.org/discover/dm3jn2id4f6jl0al5kq148oj,Psychiatrist
47-2011.00,https://altpath.org/discover/cnnlbn1s283u4lsfw0epu2ur,Boilermaker
25-4011.00,https://altpath.org/discover/tuo7jynu5xdnjcogno7b6yk3,Archivist
51-4071.00,https://altpath.org/discover/qmb2e8671b6mzz23jl33qo14,Coremaker
15-1243.00,https://altpath.org/discover/md4y6x4o5id7gzjqv1v9w3qf,Database Architect
27-3092.00,https://altpath.org/discover/kle1bzu59cz3dq8zcmieotlo,Court Reporter
29-1222.00,https://altpath.org/discover/b2l6zvk3nzxtagx3ea6pwbmo,Pathologist
51-8012.00,https://altpath.org/discover/vagewgwr4xamjnmf0bzaphzd,Power Distributor
29-1212.00,https://altpath.org/discover/rv22nded8egnv9gunfha2jis,Cardiologist
29-1249.00,https://altpath.org/discover/kpglsrfiuz068olty8c34f8o,Surgeon
29-1242.00,https://altpath.org/discover/wuhyb1acw1ktz14yyyyb26n7,Orthopedic Surgeon
29-1023.00,https://altpath.org/discover/dvxubf1cfoc2meugpcf756cz,Orthodontist
51-9162.00,https://altpath.org/discover/s863jbxttr84qcz1xf7avxc9,Computer-controlled Tool Programmer
29-1215.00,https://altpath.org/discover/v974lznc5xep76wf8dcglg3f,Family Medical Doctor
29-1213.00,https://altpath.org/discover/xcjk6u4f9lnzdshhrzfpnuha,Dermatologist
29-1229.05,https://altpath.org/discover/ty02z8lrhgzz5mufgmq7etde,Preventive Medicine Physician
49-9012.00,https://altpath.org/discover/xmurhi0pgzc5ny270d2hf9i9,Valve Installer
29-2092.00,https://altpath.org/discover/h7x6l74xsigl9jw1o986vwtt,Hearing Aid Specialist
49-9062.00,https://altpath.org/discover/j9vpr2p1we8hysvo68chklx9,Medical Equipment Repairer
19-3022.00,https://altpath.org/discover/zt53cqovewtnxbov4u60jt9r,Survey Researcher
11-3071.00,https://altpath.org/discover/jaz6gjg2fyx4owxls0uzjgme,Transportation Manager
31-9092.00,https://altpath.org/discover/e6lcpf2us2xh3ig023ouk1vx,Medical Assistant
33-2011.00,https://altpath.org/discover/vaquqysykcahj9piy3xozciq,Firefighter
39-9031.00,https://altpath.org/discover/thjbdyuhdtz07hxpsbv7evfi,Exercise Trainer
47-2051.00,https://altpath.org/discover/lnucv1l0tixayd549c2lwp7q,Cement Mason
39-3091.00,https://altpath.org/discover/fz3kuxtikqjsjkq60rtrvu02,Recreation Facility Attendant
29-2055.00,https://altpath.org/discover/xkp6tv9cx8tzk3je920p9u7s,Surgical Technologist
47-4071.00,https://altpath.org/discover/we42gq6fxefowd3f4hm4b4ym,Septic Tank & Sewer Cleaner
45-4022.00,https://altpath.org/discover/iqbtqr3akbbpov1twvkcc83f,Logging Equipment Operator
27-1029.00,https://altpath.org/discover/gqboy6excqlecx4fh094viz8,Designers
27-1022.00,https://altpath.org/discover/lmfh16nubxmy6gc2ui1o8f81,Fashion Designer
35-3023.00,https://altpath.org/discover/st8tmsq89u8b8ydpp9ucg6yz,Fast Food Worker
29-1131.00,https://altpath.org/discover/p25xpyk8a3j5urrlv41jdknh,Veterinarian
29-1229.02,https://altpath.org/discover/sksmwt2dkl0qbaheest4pt1f,Hospitalist
17-3022.00,https://altpath.org/discover/cuthtv0wj28ia0se2r6vxi5g,Civil Engineering Technologist
37-3019.00,https://altpath.org/discover/c0itk50tu0yy1y2xu8w10dhj,Ground Maintenance Workers
45-2091.00,https://altpath.org/discover/u1ci9yjhxq1baniavmxbl1y5,Agricultural Equipment Operator
51-8011.00,https://altpath.org/discover/lcw264dolta4m4kvkx60o7vn,Nuclear Power Reactor Operator
51-6011.00,https://altpath.org/discover/s233r1c5yvwpro06oixme11q,Laundry Worker
51-7032.00,https://altpath.org/discover/lyrmj9l8bwesaf9y0p6q3afv,Wooden Patternmakers
49-3023.00,https://altpath.org/discover/spaqsfy243ssq0w72isiwcex,Auto Mechanic
15-1211.00,https://altpath.org/discover/btselj39jr9qm1ifu6gukzk3,Computer Systems Analyst
49-2098.00,https://altpath.org/discover/o84tfj3v0gpogzuyg0b48xp3,Security System Installer
47-3014.00,https://altpath.org/discover/kkh4sjcdfjborqrt26yo4sot,Helper--Painter
45-2092.00,https://altpath.org/discover/poe575vijdr4q4b8wf4ttox9,Farm or Greenhouse Worker
43-5061.00,https://altpath.org/discover/i781oaeacwtupktfmc3tvk5p,Production Clerk
53-5021.00,https://altpath.org/discover/mxy62s273m0214jyxpe5bo15,Water Vessel Captain
29-2043.00,https://altpath.org/discover/l10mp6apim9laochtehvffqg,Paramedic
27-2031.00,https://altpath.org/discover/q9s1hgi5uxgnr27pyyijpnom,Dancer
29-1229.01,https://altpath.org/discover/xdbx4r5idcgn38mq24eufqvm,Allergist or Immunologist
41-9031.00,https://altpath.org/discover/bc3sucwd3qyzf39maza0qqcm,Sales Engineer
51-9123.00,https://altpath.org/discover/nw1abldm4x9jzwbef2kb5nrl,Painting Worker
27-2041.00,https://altpath.org/discover/lagdyzmzmujt45fc9ivpkso0,Music Director
51-8031.00,https://altpath.org/discover/idzdnvxfzjgiq9mo1eqz1fcc,Water Treatment Plant Operator
49-3051.00,https://altpath.org/discover/tgxmnsb3qntpsx3m58pik097,Motorboat Mechanic
29-1218.00,https://altpath.org/discover/arssggufnauty1qhqj7czo2e,Obstetrician & Gynecologist
53-1049.00,https://altpath.org/discover/au09dfb6ajkpn8b09tc76avh,Transportation Staff Supervisor
11-9051.00,https://altpath.org/discover/kgha86n9m2ba759emz4y5csj,Food Service Manager
17-3021.00,https://altpath.org/discover/ico3vvx2ckbv7tbnyf0jdqxb,Aerospace Technician
53-1041.00,https://altpath.org/discover/jydvg0en2shqz9ez7uaxekgi,Aircraft Cargo Supervisor
37-1011.00,https://altpath.org/discover/i7s6iefky9y4zx7kabeenrj7,Janitorial Worker Supervisor
29-1229.00,https://altpath.org/discover/din95l0mzexip1d59bj4gtec,Physicians
17-2011.00,https://altpath.org/discover/z1oek6o70vysofn2fy178h2o,Aerospace Engineer
33-2021.00,https://altpath.org/discover/vb2qa7hagtxsy8ml29oy9kxp,Fire Inspector
19-4051.00,https://altpath.org/discover/hgx2wt61k1mo9k2vucf4v75b,Nuclear Technician
29-2052.00,https://altpath.org/discover/fl9lc59bbg6ceumdtez3zmlt,Pharmacy Technician
27-4015.00,https://altpath.org/discover/l3s8pxctvhluvaf81lomh4vc,Lighting Technician
19-4044.00,https://altpath.org/discover/c6cl8zgtxceyd8d5zjurpt9h,Hydrologic Technician
33-1091.00,https://altpath.org/discover/v5so9gfp4vdxnang6qsx4kik,Security Worker Supervisor
17-2199.00,https://altpath.org/discover/cm1cs3oft00cncqrkchxl72x,Engineers
51-4041.00,https://altpath.org/discover/q779rxd00u263k0iisurvshe,Machinist
17-2121.00,https://altpath.org/discover/ulwz6tjbh125z1v8tosn6tfc,Marine Engineer or Naval Architect
53-7021.00,https://altpath.org/discover/uypdwfi07if1irewvpebn4sk,Crane Operator
27-4012.00,https://altpath.org/discover/sg4bsr5ilxme2wzj29cmvyve,Broadcast Technician
51-8092.00,https://altpath.org/discover/pg4dc862ndu3a24yvyzybeit,Gas Plant Operator
13-2052.00,https://altpath.org/discover/ajnlc2j0fnk0otk507cqa0qt,Financial Advisor
33-9021.00,https://altpath.org/discover/xtjhmvt4kpt8hr0mb5zzj1oa,Private Detective
29-1241.00,https://altpath.org/discover/vbif6heo4hpsh1l1ldvjkt91,Ophthalmologist
13-2061.00,https://altpath.org/discover/mmmy2og1xc5lry5xum9j79xv,Financial Examiner
19-4013.00,https://altpath.org/discover/o17n591xeo3f81zsj1t27psv,Food Science Technician
39-5094.00,https://altpath.org/discover/q3h2uk8yda63805rp8ys02d5,Skincare Specialist
23-1011.00,https://altpath.org/discover/yosg214473on9wkx6z51lw6t,Lawyer
35-3031.00,https://altpath.org/discover/wdmd84e77a2o0twxvskr3ad2,Restaurant Server
19-5011.00,https://altpath.org/discover/ggqz0fwo8tex9jv1rit1awtp,Occupational Safety Specialist
53-7062.00,https://altpath.org/discover/dvj2x896h0vvpwzxtln3qmvt,Hand Laborer
29-2042.00,https://altpath.org/discover/jjbb3b9hyuvc7dtv649dozt2,Emergency Medical Technician
13-2011.00,https://altpath.org/discover/b9wk32fskvzsllwxszle3nas,Accountant
29-9093.00,https://altpath.org/discover/cd3bt9zbdl00vjlrajly17l3,Surgical Assistant
39-9041.00,https://altpath.org/discover/yfo02d431lp7ngm8tdgvwxtb,Residential Advisor
49-3052.00,https://altpath.org/discover/tnlo7rhnshumejteyf8dncvr,Motorcycle Mechanic
17-2161.00,https://altpath.org/discover/rjwlfx73q1ukbjagabl4lwwt,Nuclear Engineer
13-2054.00,https://altpath.org/discover/m8v1il77rpm1sz8fyxf41ixy,Financial Risk Specialist
51-4111.00,https://altpath.org/discover/rpmcl8s8lvr3vl2irlle4yvm,Tool and Die Maker
47-4041.00,https://altpath.org/discover/ic6bl2yqbv7fl8384p4fprx2,Hazardous Material Worker
35-1012.00,https://altpath.org/discover/xx1rl1i3s2iy32ug8i10vhzd,Food Preparation Supervisor
29-2051.00,https://altpath.org/discover/eg6lsjh8cxmgouwjlqvebn8w,Dietetic Technician
51-9071.00,https://altpath.org/discover/s72007upb6uyeyrw0fe8ufs3,Jeweler
53-5031.00,https://altpath.org/discover/h2xwrb8b2dawz7kju31gljog,Ship Engineer
35-2014.00,https://altpath.org/discover/vc39tabkgs2bb8b996b49vnq,Cook
39-5011.00,https://altpath.org/discover/rqiqjlq1f715imvxieye5no6,Barber
25-4031.00,https://altpath.org/discover/fl5v2pysgeb2n7huprcga4my,Library Technician
53-3032.00,https://altpath.org/discover/h037gursjssh3m2mdjm21da4,Heavy Truck Driver
47-2072.00,https://altpath.org/discover/wcrkf3s12i94yw8wlc9rybba,Pile Driver Operator
43-4051.00,https://altpath.org/discover/yy6ze3elus7600fn2ev9sr10,Customer Service Representative
13-1071.00,https://altpath.org/discover/gtks7zjkzswzc3zjiatlrb1g,Human Resources Specialist
43-4111.00,https://altpath.org/discover/bioox2fay1y3bockmjdt5it4,Interviewer
25-2022.00,https://altpath.org/discover/bxsif98j7zoh0063s6a1j8kf,Middle School Teacher
41-3091.00,https://altpath.org/discover/s2xgoukab6orarp4o7b8a1s6,Service Sales Representative
53-2021.00,https://altpath.org/discover/atndd21mazd3xqj33bz9czd4,Air Traffic Controller
27-3043.00,https://altpath.org/discover/q6mbbvk4laqsdoonbli3iqis,Copywriter
49-9081.00,https://altpath.org/discover/lqb5bg5ddjubfis37hj18vsb,Wind Turbine Technician
29-1124.00,https://altpath.org/discover/opvuevj2ynhogi7ttecqzen7,Radiation Therapist
53-2011.00,https://altpath.org/discover/drtzijpxh7fjv4nk61p61t4a,Airline Pilot or Flight Engineer
15-1252.00,https://altpath.org/discover/xu9oym3el4qmjjyoibvt3i92,Software Developer
47-4021.00,https://altpath.org/discover/snp8u68pm4l89o29ntgwvtqi,Elevator & Escalator Installer
29-2036.00,https://altpath.org/discover/ii8l816glm71dw3gfysbytg6,Medical Dosimetrist
29-1171.00,https://altpath.org/discover/yqmji2nvyddwso2qs4nfcfph,Nurse Practitioner
31-1121.00,https://altpath.org/discover/zahtmfqx03wztwbsbf51vwnj,Home Health Aide
15-1241.00,https://altpath.org/discover/zl7taasneabqxr3y2brfn435,Computer Network Architect
51-8093.00,https://altpath.org/discover/zo4qcqqq3gczqtss4l6h2cuy,Petroleum System Operator
29-2035.00,https://altpath.org/discover/qn837597eochmhkjwc4bpfts,MRI Technologist
17-1012.00,https://altpath.org/discover/clfouvf1d20sr28j21j4f1no,Landscape Architect
49-9092.00,https://altpath.org/discover/t2se5ko47m2156zp4ilofp0j,Commercial Diver
15-1254.00,https://altpath.org/discover/o6nhtwc2p0h6s7ir3r5iu7rx,Web Developer
29-1126.00,https://altpath.org/discover/w12a2yfr2psctg4me8y9xt4v,Respiratory Therapist
15-2051.00,https://altpath.org/discover/v9ggrppkr7sjb1aejf3pswos,Data Scientist
31-2021.00,https://altpath.org/discover/e9a8sq7vks5xwbxemhquszk4,Physical Therapy Assistant
13-1021.00,https://altpath.org/discover/m1e97yugi66mf94f1817isif,Farm Product Buying Agent
33-3021.00,https://altpath.org/discover/o3gm3tnax1pofxqun3kakg2n,Criminal Investigator
29-9021.00,https://altpath.org/discover/kiyrgh3wbbvyda62w4ag989l,Health Information Technologist
15-1212.00,https://altpath.org/discover/kusikyl9ow21dt0ywqjsuog0,Information Security Analyst
53-2012.00,https://altpath.org/discover/wdbrjunwv2lqk72vsgy69i7w,Commercial Pilot
39-5091.00,https://altpath.org/discover/orzha15xfd05d6231bytr9sp,Makeup Artist
25-2032.00,https://altpath.org/discover/xib1rlywn79ztymqiqwjdlxg,Secondary Career Education Teacher
49-2095.00,https://altpath.org/discover/f47c9gu8qcsj9etvtumeq1pz,Substation Electrical Repairer
43-4141.00,https://altpath.org/discover/epbakxcu154dn61lp28wiyx4,New Accounts Clerk
49-9097.00,https://altpath.org/discover/igimtgv0ccgxcyuzfzu4mcio,Signal and Track Switch Repairer
15-1243.01,https://altpath.org/discover/glrvwqxw2essp6nsrm05acqz,Data Warehouse Specialist
13-1041.08,https://altpath.org/discover/cd04tzmhxr2xv7tiv8xbgjsy,Customs Broker
49-2021.00,https://altpath.org/discover/ydgoamb8hr7yw87l7ta2xumz,Radio & Cellular Equipment Installer
35-2021.00,https://altpath.org/discover/e1rv4cirr2zp9w0je27yh6ly,Food Preparation Manager
31-1131.00,https://altpath.org/discover/hmbthok5a792mhao1314k5ay,Nursing Assistant
15-1232.00,https://altpath.org/discover/cnrrxgpitxn4s6ymimpkbrsc,Computer User Support Specialist
29-1214.00,https://altpath.org/discover/fonc2pkl4zbrldceovsaw90v,Emergency Medical Doctor
49-3011.00,https://altpath.org/discover/jhahbv268hv13srilu6eq6fs,Aircraft Mechanic
49-9071.00,https://altpath.org/discover/fahr9jq7pmu50z5y7i1fva07,Repair Worker
29-1216.00,https://altpath.org/discover/qcjzn2sp3kxatdfepml6binf,Internal Medicine Physician
25-1192.00,https://altpath.org/discover/q7cioj9tgt2vx6nltetl91ni,Postsecondary Consumer Science Teacher
21-1015.00,https://altpath.org/discover/bpli3hhm6ml5aqk2whuq4eh0,Rehabilitation Counselor
17-3029.00,https://altpath.org/discover/w7zlhzrxat2njrkwu74bb744,Engineering Technician Non Drafters
27-2042.00,https://altpath.org/discover/s0p8jxxf9dlix4xjnh0ctnbs,Musician or Singer
25-2057.00,https://altpath.org/discover/f07gvkvhgc5mqi6s7nfdrpgu,Middle School Special Education Teacher
13-1141.00,https://altpath.org/discover/ylngqjbw2nf69vgao18b3rsm,Compensation & Benefits Specialist
19-4099.00,https://altpath.org/discover/y7nmx5vozhrw69hfec2a6jpo,Science Technicians
25-2059.00,https://altpath.org/discover/fgn0j4m5w7sa0kusrfr8y27d,Special Education Teachers
17-3012.00,https://altpath.org/discover/qq2kbho5vfsbrvvmwrb0yei1,Electrical Drafter
47-2152.00,https://altpath.org/discover/ysn6ejjoj6ivslx0tgaoh91x,Plumber
49-2093.00,https://altpath.org/discover/jgix650zeqtxdmi1oob7v8yr,Electrical Transportation Equipment Installer
29-2012.00,https://altpath.org/discover/fpki535r4s8ddwrwuue97pcy,Medical Lab Technician
49-3042.00,https://altpath.org/discover/r9mhbcxrhpbi7zhvr5yhbabn,Mobile Heavy Equipment Mechanic
13-1041.04,https://altpath.org/discover/eescgun6ncoc7ywym0qza0so,Government Property Inspector
17-3027.01,https://altpath.org/discover/w06oe4bwvbv480jipqyqmw43,Automotive Engineering Technician
25-1194.00,https://altpath.org/discover/axnt986goo5ki5s1cqst210z,Postsecondary Career Education Teacher
23-2099.00,https://altpath.org/discover/dg1qugrlbjq8evmkcimd57bi,Legal Support Workers
41-1012.00,https://altpath.org/discover/w2mqs4lfbb7ysjdmdfyusbo1,Non-Retail Sales Workers
17-3024.00,https://altpath.org/discover/nejoixcu226dftwyfe0j8lg9,Electro-Mechanical Technologist
23-2011.00,https://altpath.org/discover/p0njcvaeil5dkvqq4vseffrg,Paralegal
13-2022.00,https://altpath.org/discover/dk4qp2jjfxzhwmh37zzjksw3,Property Appraiser
13-2081.00,https://altpath.org/discover/k6t8igpwbnyjylp7uucozi54,Tax Examiner
47-2031.00,https://altpath.org/discover/orb3sr0tib7mv2fh3lmplo4n,Carpenter
53-6041.00,https://altpath.org/discover/tsnpjhl09082uasu24jjhvj2,Traffic Technician
27-1021.00,https://altpath.org/discover/i4uf3oto48bhrnygtqr5bb6b,Industrial Designer
29-2057.00,https://altpath.org/discover/p2ovokc11bt93eek0rt3m0l8,Ophthalmic Medical Technician
27-1012.00,https://altpath.org/discover/ici1i1xmw5r76l17rvl04e7l,Craft Artist
19-4099.01,https://altpath.org/discover/oj9w9pxjymkn0diunk5y58rs,Quality Control Analyst
29-9092.00,https://altpath.org/discover/y7aqx29d38p5f4iear6m711c,Genetic Counselor
25-3099.00,https://altpath.org/discover/bler4ml2g7gzss5c164ejlmv,Teachers
49-2094.00,https://altpath.org/discover/kh8ee93tt8j38om1on6rxqac,Industrial Electrical Equipment Repairer
29-1022.00,https://altpath.org/discover/yfb2d1r7wnbm0zkiryecazb4,Oral and Maxillofacial Surgeon
23-1023.00,https://altpath.org/discover/v1yfhm6vlsx5k8ancb2ioaoa,Judge
21-1091.00,https://altpath.org/discover/zwlancfzljs1t6i203wdz65l,Health Education Specialist
17-3028.00,https://altpath.org/discover/ly5bdxibbp87h8q61d66ek55,Calibration Technologist
49-2092.00,https://altpath.org/discover/wkqt882kb27iulq32k27t8ms,Electric Motor Repairer
27-4099.00,https://altpath.org/discover/fku8oupb51vp0vneuip8evph,Media Equipment Workers
49-3041.00,https://altpath.org/discover/firyydzdo0clpj6aa1hao88l,Farm Equipment Mechanic
47-2221.00,https://altpath.org/discover/e2xdizmqxolv56t8i3i7haog,Steel Worker
43-2099.00,https://altpath.org/discover/xs6faepimvicpdej6fpwzcb0,Communication Equipment Operators
19-4031.00,https://altpath.org/discover/ihsw3xu6jc1dgbmnho45594n,Chemical Technician
17-2151.00,https://altpath.org/discover/pg4aw6cbs9irepy16meuxchq,Geological Engineer
17-2111.00,https://altpath.org/discover/a305vb76wa3ap6xrldcel3en,Safety Engineer
47-2071.00,https://altpath.org/discover/q66zw6lt7awp5l1xm33rx60n,Paving Equipment Operator
41-4011.00,https://altpath.org/discover/ph2q3tea7ulap7ptzmbw27q0,Technical Product Sales Representative
27-2032.00,https://altpath.org/discover/e0l5q5bohf3uviddx6msxvyn,Choreographer
13-1082.00,https://altpath.org/discover/of9jucf2c0rtj8xhoa3dxx9m,Project Management Specialist
53-3033.00,https://altpath.org/discover/c8gut1md5ydqlovoncvaoepv,Light Truck Driver
29-1141.03,https://altpath.org/discover/actqisbgcif3eu8i5f930lg4,Critical Care Nurse
39-5012.00,https://altpath.org/discover/tyw2sk0lq5t6llzzjqepv36a,Hairstylist
39-3092.00,https://altpath.org/discover/tr6eqwckkndxvyos9smobiqf,Costume Attendant
25-3021.00,https://altpath.org/discover/n1dlrdz4epzn19fegv9d38r6,Self-Enrichment Teacher
23-2093.00,https://altpath.org/discover/dcy3f0wh75p7tkrtyj34gg38,Title Examiner
41-2011.00,https://altpath.org/discover/vww883zj2k0r0kfdgoqmpn16,Cashier
43-4011.00,https://altpath.org/discover/u0c3p7mrhvtk6zt2syp4hxcl,Brokerage Clerk
17-2131.00,https://altpath.org/discover/hmrn9vmjiovj673ifo8fjdj3,Materials Engineer
53-4041.00,https://altpath.org/discover/wmvsqftify5132x1pxavuacx,Subway Operator
47-2022.00,https://altpath.org/discover/suuaf3zesgack8x4dgu4tfhv,Stonemason
13-1051.00,https://altpath.org/discover/mi7h9ollozaf2ou0ui6hzjj0,Cost Estimator
41-3041.00,https://altpath.org/discover/uihhq92tcm7m6unknttjfnfj,Travel Agent
51-6092.00,https://altpath.org/discover/v4x6j6d9un3isewilc1qkh9u,Fabric & Apparel Patternmaker
17-2041.00,https://altpath.org/discover/d4x528u8pmdfmcdmr74igo1j,Chemical Engineer
43-6012.00,https://altpath.org/discover/s7hjdc5ggc79a2xwik2at0al,Legal Administrative Assistant
47-5032.00,https://altpath.org/discover/yjr1v100f63f87nmy72s2iqk,Explosives Worker
13-1081.00,https://altpath.org/discover/ymlzdaue7uxp3w2pwqtpp9kj,Logistician
53-3052.00,https://altpath.org/discover/duem864k6jhpydktdxfrel2w,Bus Driver
19-2021.00,https://altpath.org/discover/n4f658gz5ac23lxr5g419s1z,Atmospheric Scientist
17-2081.00,https://altpath.org/discover/edh6zpfnr74k55g5gamwfa57,Environmental Engineer
11-9199.00,https://altpath.org/discover/s5h5stqfny5aq6uaeci71ste,Managers Other
19-1011.00,https://altpath.org/discover/skn3z67at6iipztdoy59ecw8,Animal Scientist
15-2051.01,https://altpath.org/discover/t3e613q9ohmr73bujhf88usi,Business Intelligence Analyst
39-4031.00,https://altpath.org/discover/clqjk7phcgebb9e0p24qg2rl,Mortician
17-3019.00,https://altpath.org/discover/q7sstty6bp3pc3ho1z51fivd,Drafters
19-2012.00,https://altpath.org/discover/y4fpby0s2qxpvgifn9r0kbit,Physicist
43-4131.00,https://altpath.org/discover/dafm3xzwapbeo42qzmlfvoki,Loan Interviewer
17-2051.00,https://altpath.org/discover/ocjlyizcx7nfwd4piszju2v5,Civil Engineer
43-9031.00,https://altpath.org/discover/hpmoszmbkna2najokvmlce6n,Desktop Publisher
19-3033.00,https://altpath.org/discover/ud7ddnjgwz86drw9vzu58e3q,Psychologist
13-1161.00,https://altpath.org/discover/c4lsh2r3cde2wc6o9zfoghu1,Marketing Specialist
